X,cep,aps,aps_normalizada,Latitude,Longitude,lat_aps,long_aps,centerLat,centerLong,grupo,
368,22250180,17001150,1,-22.946016,-43.1839194,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.946016,-43.1839194,2,1],"
369,22260178,17001150,1,-22.9464364,-43.1942244,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9464364,-43.1942244,0,1],"
370,22270014,17001150,1,-22.9538479,-43.1907763,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9538479,-43.1907763,0,1],"
371,22260004,17001150,1,-22.9499643,-43.190542,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9499643,-43.190542,0,1],"
372,22271022,17001150,1,-22.9568196,-43.1950927,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9568196,-43.1950927,0,1],"
373,22271021,17001150,1,-22.9568201,-43.1949794,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9568201,-43.1949794,0,1],"
374,22270030,17001150,1,-22.9547147,-43.1904548,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9547147,-43.1904548,0,1],"
375,22260080,17001150,1,-22.9474061,-43.188992,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9474061,-43.188992,0,1],"
376,22270005,17001150,1,-22.9551883,-43.1950792,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9551883,-43.1950792,0,1],"
377,22270016,17001150,1,-22.954914,-43.1941319,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.954914,-43.1941319,0,1],"
378,22260158,17001150,1,-22.9471138,-43.1947542,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9471138,-43.1947542,0,1],"
379,22270040,17001150,1,-22.9530406,-43.1771388,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9530406,-43.1771388,2,1],"
380,22270903,17001150,1,-22.9557278,-43.1904547,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9557278,-43.1904547,0,1],"
381,22270901,17001150,1,-22.9557278,-43.1904547,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9557278,-43.1904547,0,1],"
382,22270900,17001150,1,-22.9557278,-43.1904547,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9557278,-43.1904547,0,1],"
383,22280120,17001150,1,-22.9568147,-43.1826014,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9568147,-43.1826014,2,1],"
384,22270970,17001150,1,-22.9557278,-43.1904547,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9557278,-43.1904547,0,1],"
385,22290020,17001150,1,-22.9541755,-43.182786,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9541755,-43.182786,2,1],"
386,22280130,17001150,1,-22.9566339,-43.1821845,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9566339,-43.1821845,2,1],"
387,22260174,17001150,1,-22.9466812,-43.1943322,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9466812,-43.1943322,0,1],"
